NLQ,PREDICTED SQL,GOLD SQL,DATABASE
What is the department description for the one whose name has the word computer?,SELECT department_description FROM Departments WHERE department_name LIKE '%computer%',SELECT department_description FROM Departments WHERE department_name LIKE '%computer%',student_transcripts_tracking
"Who are enrolled in 2 degree programs in one semester? List the first name, middle name and last name and the id.","SELECT first_name ,  middle_name ,  last_name ,  student_id FROM Students WHERE student_id IN (SELECT student_id FROM Student_Enrolment GROUP BY student_id HAVING count(*)  =  2)","SELECT T1.first_name ,  T1.middle_name ,  T1.last_name ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id HAVING count(*)  =  2",student_transcripts_tracking
"What are the first, middle, and last names, along with the ids, of all students who enrolled in 2 degree programs in one semester?","SELECT first_name ,  middle_name ,  last_name ,  student_id FROM Students WHERE student_id IN (SELECT student_id FROM Student_Enrolment GROUP BY student_id HAVING count(*)  =  2)","SELECT T1.first_name ,  T1.middle_name ,  T1.last_name ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id HAVING count(*)  =  2",student_transcripts_tracking
"Who is enrolled in a Bachelor degree program? List the first name, middle name, last name.","SELECT T1.first_name ,  T1.middle_name ,  T1.last_name FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id JOIN Degree_Programs AS T3 ON T2.degree_program_id  =  T3.degree_program_id WHERE T3.degree_summary_name  =  'Bachelor'","SELECT DISTINCT T1.first_name ,  T1.middle_name ,  T1.last_name FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id JOIN Degree_Programs AS T3 ON T2.degree_program_id  =  T3.degree_program_id WHERE T3.degree_summary_name  =  'Bachelor'",student_transcripts_tracking
"What are the first, middle, and last names for everybody enrolled in a Bachelors program?","SELECT T1.first_name ,  T1.middle_name ,  T1.last_name FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id JOIN Degree_Programs AS T3 ON T2.degree_program_id  =  T3.degree_program_id JOIN Departments AS T4 ON T3.department_id  =  T4.department_id WHERE T4.department_name  =  'Bachelors'","SELECT DISTINCT T1.first_name ,  T1.middle_name ,  T1.last_name FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id JOIN Degree_Programs AS T3 ON T2.degree_program_id  =  T3.degree_program_id WHERE T3.degree_summary_name  =  'Bachelor'",student_transcripts_tracking
Find the kind of program which most number of students are enrolled in?,SELECT T1.degree_summary_name FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id GROUP BY T1.degree_program_id ORDER BY count(*) DESC LIMIT 1,SELECT T1.degree_summary_name FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id GROUP BY T1.degree_summary_name ORDER BY count(*) DESC LIMIT 1,student_transcripts_tracking
What is the degree summary name that has the most number of students enrolled?,SELECT T1.degree_summary_name FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id GROUP BY T1.degree_program_id ORDER BY count(T2.student_id) DESC LIMIT 1,SELECT T1.degree_summary_name FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id GROUP BY T1.degree_summary_name ORDER BY count(*) DESC LIMIT 1,student_transcripts_tracking
Find the program which most number of students are enrolled in. List both the id and the summary.,"SELECT T1.degree_program_id ,  T1.degree_summary_name FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id GROUP BY T1.degree_program_id ORDER BY count(T2.degree_program_id) DESC LIMIT 1","SELECT T1.degree_program_id ,  T1.degree_summary_name FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id GROUP BY T1.degree_program_id ORDER BY count(*) DESC LIMIT 1",student_transcripts_tracking
What is the program id and the summary of the degree that has the most students enrolled?,"SELECT T1.degree_program_id ,  T1.degree_summary_name FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id GROUP BY T1.degree_program_id ORDER BY count(T2.degree_program_id) DESC LIMIT 1","SELECT T1.degree_program_id ,  T1.degree_summary_name FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id GROUP BY T1.degree_program_id ORDER BY count(*) DESC LIMIT 1",student_transcripts_tracking
"Which student has enrolled for the most times in any program? List the id, first name, middle name, last name, the number of enrollments and student id.","SELECT T1.student_id ,  T1.first_name ,  T1.middle_name ,  T1.last_name ,  count(T2.student_id) FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id ORDER BY count(T2.student_id) DESC LIMIT 1","SELECT T1.student_id ,  T1.first_name ,  T1.middle_name ,  T1.last_name ,  count(*) ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1",student_transcripts_tracking
"What is the first, middle, and last name, along with the id and number of enrollments, for the student who enrolled the most in any program?","SELECT T1.first_name ,  T1.middle_name ,  T1.last_name ,  T1.student_id ,  count(DISTINCT T2.student_enrolment_id) FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id ORDER BY count(DISTINCT T2.student_enrolment_id) DESC LIMIT 1","SELECT T1.student_id ,  T1.first_name ,  T1.middle_name ,  T1.last_name ,  count(*) ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1",student_transcripts_tracking
Which semesters do not have any student enrolled? List the semester name.,SELECT semester_name FROM Semesters WHERE semester_id NOT IN (SELECT semester_id FROM Student_Enrolment),SELECT semester_name FROM Semesters WHERE semester_id NOT IN( SELECT semester_id FROM Student_Enrolment ),student_transcripts_tracking
What is the name of the semester with no students enrolled?,SELECT semester_name FROM Semesters WHERE semester_id NOT IN (SELECT semester_id FROM Student_Enrolment),SELECT semester_name FROM Semesters WHERE semester_id NOT IN( SELECT semester_id FROM Student_Enrolment ),student_transcripts_tracking
What are all the course names of the courses which ever have students enrolled in?,SELECT T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_id HAVING count(*)  >  0,SELECT DISTINCT T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id,student_transcripts_tracking
What are the names of all courses that have some students enrolled?,SELECT T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_id HAVING count(*)  >  0,SELECT DISTINCT T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id,student_transcripts_tracking
What's the name of the course with most number of enrollments?,SELECT T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_id ORDER BY count(*) DESC LIMIT 1,SELECT  T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_name ORDER BY count(*) DESC LIMIT 1,student_transcripts_tracking
What is the name of the course with the most students enrolled?,SELECT T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_id ORDER BY count(*) DESC LIMIT 1,SELECT  T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_name ORDER BY count(*) DESC LIMIT 1,student_transcripts_tracking
Find the last name of the students who currently live in the state of North Carolina but have not registered in any degree program.,SELECT last_name FROM Students WHERE current_address_id IN (SELECT address_id FROM Addresses WHERE state_province_county  =  'North Carolina') EXCEPT SELECT last_name FROM Students WHERE student_id IN (SELECT student_id FROM Student_Enrolment),SELECT T1.last_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.current_address_id  =  T2.address_id WHERE T2.state_province_county  =  'NorthCarolina' EXCEPT SELECT DISTINCT T3.last_name FROM Students AS T3 JOIN Student_Enrolment AS T4 ON T3.student_id  =  T4.student_id,student_transcripts_tracking
What are the last name of the students who live in North Carolina but have not registered in any degree programs?,SELECT last_name FROM Students WHERE current_address_id IN (SELECT address_id FROM Addresses WHERE state_province_county  =  'North Carolina') EXCEPT SELECT last_name FROM Students WHERE student_id IN (SELECT student_id FROM Student_Enrolment),SELECT T1.last_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.current_address_id  =  T2.address_id WHERE T2.state_province_county  =  'NorthCarolina' EXCEPT SELECT DISTINCT T3.last_name FROM Students AS T3 JOIN Student_Enrolment AS T4 ON T3.student_id  =  T4.student_id,student_transcripts_tracking
Show the date and id of the transcript with at least 2 course results.,"SELECT T1.transcript_date ,  T1.transcript_id FROM Transcripts AS T1 JOIN Transcript_Contents AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id HAVING count(*)  >=  2","SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id HAVING count(*)  >=  2",student_transcripts_tracking
What is the date and id of the transcript with at least 2 courses listed?,"SELECT T1.transcript_date ,  T1.transcript_id FROM Transcripts AS T1 JOIN Transcript_Contents AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id HAVING count(*)  >=  2","SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id HAVING count(*)  >=  2",student_transcripts_tracking
What is the phone number of the man with the first name Timmothy and the last name Ward?,SELECT cell_mobile_number FROM Students WHERE first_name  =  'Timmothy' AND last_name  =  'Ward',SELECT cell_mobile_number FROM Students WHERE first_name  =  'Timmothy' AND last_name  =  'Ward',student_transcripts_tracking
What is the mobile phone number of the student named Timmothy Ward ?,SELECT cell_mobile_number FROM Students WHERE first_name  =  'Timmothy' AND last_name  =  'Ward',select cell_mobile_number from students where first_name  =  'timmothy' and last_name  =  'ward',student_transcripts_tracking
"Who is the first student to register? List the first name, middle name and last name.","SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_first_registered ASC LIMIT 1","SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_first_registered ASC LIMIT 1",student_transcripts_tracking
"What is the first, middle, and last name of the first student to register?","SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_first_registered ASC LIMIT 1","SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_first_registered ASC LIMIT 1",student_transcripts_tracking
"Who is the earliest graduate of the school? List the first name, middle name and last name.","SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_left ASC LIMIT 1","SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_left ASC LIMIT 1",student_transcripts_tracking
"What is the first, middle, and last name of the earliest school graduate?","SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_first_registered ASC LIMIT 1","SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_left ASC LIMIT 1",student_transcripts_tracking
Whose permanent address is different from his or her current address? List his or her first name.,SELECT T1.first_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.permanent_address_id  =  T2.address_id JOIN Addresses AS T3 ON T1.current_address_id  =  T3.address_id WHERE T2.address_id  !=  T3.address_id,SELECT first_name FROM Students WHERE current_address_id != permanent_address_id,student_transcripts_tracking
What is the first name of the student whose permanent address is different from his or her current one?,SELECT T1.first_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.permanent_address_id  =  T2.address_id JOIN Addresses AS T3 ON T1.current_address_id  =  T3.address_id WHERE T2.address_id  !=  T3.address_id,SELECT first_name FROM Students WHERE current_address_id != permanent_address_id,student_transcripts_tracking
Which address holds the most number of students currently? List the address id and all lines.,"SELECT T1.address_id ,  T1.line_1 ,  T1.line_2 ,  T1.line_3 FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id  =  T2.current_address_id GROUP BY T1.address_id ORDER BY count(T1.address_id) DESC LIMIT 1","SELECT T1.address_id ,  T1.line_1 ,  T1.line_2 FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id  =  T2.current_address_id GROUP BY T1.address_id ORDER BY count(*) DESC LIMIT 1",student_transcripts_tracking
"What is the id, line 1, and line 2 of the address with the most students?","SELECT T1.address_id ,  T1.line_1 ,  T1.line_2 FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id  =  T2.current_address_id GROUP BY T1.address_id ORDER BY count(T1.address_id) DESC LIMIT 1","SELECT T1.address_id ,  T1.line_1 ,  T1.line_2 FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id  =  T2.current_address_id GROUP BY T1.address_id ORDER BY count(*) DESC LIMIT 1",student_transcripts_tracking
"On average, when were the transcripts printed?",SELECT AVG (transcript_date) FROM Transcripts,SELECT avg(transcript_date) FROM Transcripts,student_transcripts_tracking
What is the average transcript date?,SELECT AVG (transcript_date) FROM Transcripts,SELECT avg(transcript_date) FROM Transcripts,student_transcripts_tracking
When is the first transcript released? List the date and details.,"SELECT transcript_date ,  other_details FROM Transcripts ORDER BY transcript_date ASC LIMIT 1","SELECT transcript_date ,  other_details FROM Transcripts ORDER BY transcript_date ASC LIMIT 1",student_transcripts_tracking
"What is the earliest date of a transcript release, and what details can you tell me?","SELECT transcript_date ,  * FROM Transcripts ORDER BY transcript_date ASC LIMIT 1","SELECT transcript_date ,  other_details FROM Transcripts ORDER BY transcript_date ASC LIMIT 1",student_transcripts_tracking
How many transcripts are released?,SELECT count(*) FROM Transcripts,SELECT count(*) FROM Transcripts,student_transcripts_tracking
How many transcripts are listed?,SELECT count(*) FROM Transcripts,SELECT count(*) FROM Transcripts,student_transcripts_tracking
What is the last transcript release date?,SELECT max(transcript_date) FROM Transcripts,SELECT transcript_date FROM Transcripts ORDER BY transcript_date DESC LIMIT 1,student_transcripts_tracking
When was the last transcript released?,SELECT transcript_date FROM Transcripts ORDER BY transcript_date DESC LIMIT 1,SELECT transcript_date FROM Transcripts ORDER BY transcript_date DESC LIMIT 1,student_transcripts_tracking
How many times at most can a course enrollment result show in different transcripts? Also show the course enrollment id.,"SELECT count(DISTINCT T2.student_course_id) ,  T1.student_course_id FROM Student_Enrolment_Courses AS T1 JOIN Transcript_Contents AS T2 ON T1.student_course_id  =  T2.student_course_id GROUP BY T1.student_course_id ORDER BY count(DISTINCT T2.student_course_id) DESC LIMIT 1","SELECT count(*) ,  student_course_id FROM Transcript_Contents GROUP BY student_course_id ORDER BY count(*) DESC LIMIT 1",student_transcripts_tracking
What is the maximum number of times that a course shows up in different transcripts and what is that course's enrollment id?,"SELECT count(DISTINCT T1.student_course_id) ,  T1.student_course_id FROM Transcript_Contents AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.student_course_id  =  T2.student_course_id GROUP BY T2.student_course_id ORDER BY count(DISTINCT T1.student_course_id) DESC LIMIT 1","SELECT count(*) ,  student_course_id FROM Transcript_Contents GROUP BY student_course_id ORDER BY count(*) DESC LIMIT 1",student_transcripts_tracking
"Show the date of the transcript which shows the least number of results, also list the id.","SELECT transcript_id ,  transcript_date FROM Transcripts ORDER BY count(transcript_id) ASC LIMIT 1","SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id ORDER BY count(*) ASC LIMIT 1",student_transcripts_tracking
What is the date and id of the transcript with the least number of results?,"SELECT transcript_id ,  transcript_date FROM Transcripts ORDER BY count(transcript_id) ASC LIMIT 1","SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id ORDER BY count(*) ASC LIMIT 1",student_transcripts_tracking
Find the semester when both Master students and Bachelor students got enrolled in.,SELECT semester_id FROM Student_Enrolment WHERE degree_program_id  =  'Master' INTERSECT SELECT semester_id FROM Student_Enrolment WHERE degree_program_id  =  'Bachelor',SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Master' INTERSECT SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Bachelor',student_transcripts_tracking
What is the id of the semester that had both Masters and Bachelors students enrolled?,SELECT semester_id FROM Student_Enrolment WHERE degree_program_id  =  'Masters' INTERSECT SELECT semester_id FROM Student_Enrolment WHERE degree_program_id  =  'Bachelors',SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Master' INTERSECT SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Bachelor',student_transcripts_tracking
How many different addresses do the students currently live?,SELECT count(DISTINCT T1.address_id) FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id  =  T2.current_address_id,SELECT count(DISTINCT current_address_id) FROM Students,student_transcripts_tracking
What are the different addresses that have students living there?,SELECT DISTINCT T1.address_id FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id  =  T2.current_address_id,SELECT count(DISTINCT current_address_id) FROM Students,student_transcripts_tracking
List all the student details in reversed lexicographical order.,"SELECT * FROM Students ORDER BY last_name DESC, first_name DESC, middle_name DESC",SELECT other_student_details FROM Students ORDER BY other_student_details DESC,student_transcripts_tracking
What other details can you tell me about students in reverse alphabetical order?,SELECT other_student_details FROM Students ORDER BY last_name DESC,SELECT other_student_details FROM Students ORDER BY other_student_details DESC,student_transcripts_tracking
Describe the section h.,SELECT * FROM Sections,SELECT section_description FROM Sections WHERE section_name  =  'h',student_transcripts_tracking
What is the description for the section named h?,SELECT section_description FROM Sections WHERE section_name  =  'h',SELECT section_description FROM Sections WHERE section_name  =  'h',student_transcripts_tracking
Find the first name of the students who permanently live in the country Haiti or have the cell phone number 09700166582 .,SELECT T1.first_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.permanent_address_id  =  T2.address_id WHERE T2.country  =  'Haiti' OR T1.cell_mobile_number  =  '09700166582',select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582',student_transcripts_tracking
What are the first names of the students who live in Haiti permanently or have the cell phone number 09700166582 ?,SELECT T1.first_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.permanent_address_id  =  T2.address_id WHERE T2.country  =  'Haiti' OR T1.cell_mobile_number  =  '09700166582',select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582',student_transcripts_tracking
List the title of all cartoons in alphabetical order.,SELECT Title FROM Cartoon ORDER BY Title ASC,SELECT Title FROM Cartoon ORDER BY title,tvshow
What are the titles of the cartoons sorted alphabetically?,SELECT Title FROM Cartoon ORDER BY Title ASC,SELECT Title FROM Cartoon ORDER BY title,tvshow
"List all cartoon directed by ""Ben Jones"".",SELECT * FROM Cartoon WHERE Directed_by  =  'Ben Jones',"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"";",tvshow
What are the names of all cartoons directed by Ben Jones?,SELECT Title FROM Cartoon WHERE Directed_by  =  'Ben Jones',"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"";",tvshow
"How many cartoons were written by ""Joseph Kuhr""?",SELECT count(*) FROM Cartoon WHERE Written_by  =  'Joseph Kuhr',"SELECT count(*) FROM Cartoon WHERE Written_by = ""Joseph Kuhr"";",tvshow
What is the number of cartoones written by Joseph Kuhr?,SELECT count(*) FROM Cartoon WHERE Written_by  =  'Joseph Kuhr',"SELECT count(*) FROM Cartoon WHERE Written_by = ""Joseph Kuhr"";",tvshow
list all cartoon titles and their directors ordered by their air date,"SELECT Title ,  Directed_by FROM Cartoon ORDER BY Original_air_date","SELECT title ,  Directed_by FROM Cartoon ORDER BY Original_air_date",tvshow
What is the name and directors of all the cartoons that are ordered by air date?,"SELECT Title ,  Directed_by FROM Cartoon ORDER BY Original_air_date","SELECT title ,  Directed_by FROM Cartoon ORDER BY Original_air_date",tvshow
"List the title of all cartoon directed by ""Ben Jones"" or ""Brandon Vietti"".",SELECT Title FROM Cartoon WHERE Directed_by  =  'Ben Jones' OR Directed_by  =  'Brandon Vietti',"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"" OR Directed_by = ""Brandon Vietti"";",tvshow
What are the titles of all cartoons directed by Ben Jones or Brandon Vietti?,SELECT Title FROM Cartoon WHERE Directed_by  =  'Ben Jones' OR Directed_by  =  'Brandon Vietti',"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"" OR Directed_by = ""Brandon Vietti"";",tvshow
Which country has the most of TV Channels? List the country and number of TV Channels it has.,"SELECT Country ,  count(*) FROM TV_Channel GROUP BY Country ORDER BY count(*) DESC LIMIT 1","SELECT Country ,  count(*) FROM TV_Channel GROUP BY Country ORDER BY count(*) DESC LIMIT 1;",tvshow
What is the country with the most number of TV Channels and how many does it have?,"SELECT Country ,  count(*) FROM TV_Channel GROUP BY Country ORDER BY count(*) DESC LIMIT 1","SELECT Country ,  count(*) FROM TV_Channel GROUP BY Country ORDER BY count(*) DESC LIMIT 1;",tvshow
List the number of different series names and contents in the TV Channel table.,"SELECT count(DISTINCT series_name) ,  count(DISTINCT Content) FROM TV_Channel","SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;",tvshow
How many different series and contents are listed in the TV Channel table?,"SELECT count(DISTINCT series_name) ,  count(DISTINCT Content) FROM TV_Channel","SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;",tvshow
"What is the content of TV Channel with serial name ""Sky Radio""?",SELECT Content FROM TV_Channel WHERE series_name  =  'Sky Radio',"SELECT Content FROM TV_Channel WHERE series_name = ""Sky Radio"";",tvshow
What is the content of the series Sky Radio?,SELECT Content FROM TV_Channel WHERE series_name  =  'Sky Radio',"SELECT Content FROM TV_Channel WHERE series_name = ""Sky Radio"";",tvshow
"What is the Package Option of TV Channel with serial name ""Sky Radio""?",SELECT Package_Option FROM TV_Channel WHERE series_name  =  'Sky Radio',"SELECT Package_Option FROM TV_Channel WHERE series_name = ""Sky Radio"";",tvshow
What are the Package Options of the TV Channels whose series names are Sky Radio?,SELECT Package_Option FROM TV_Channel WHERE series_name  =  'Sky Radio',"SELECT Package_Option FROM TV_Channel WHERE series_name = ""Sky Radio"";",tvshow
How many TV Channel using language English?,SELECT COUNT(*) FROM TV_Channel WHERE Language = 'English',"SELECT count(*) FROM TV_Channel WHERE LANGUAGE = ""English"";",tvshow
How many TV Channels use the English language?,SELECT count(*) FROM TV_Channel WHERE Language  =  'English',"SELECT count(*) FROM TV_Channel WHERE LANGUAGE = ""English"";",tvshow
List the language used least number of TV Channel. List language and number of TV Channel.,"SELECT Language ,  count(*) FROM TV_Channel GROUP BY Language ORDER BY count(*) ASC LIMIT 1","SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE ORDER BY count(*) ASC LIMIT 1;",tvshow
What are the languages used by the least number of TV Channels and how many channels use it?,"SELECT Language ,  count(*) FROM TV_Channel GROUP BY Language ORDER BY count(*) ASC LIMIT 1","SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE ORDER BY count(*) ASC LIMIT 1;",tvshow
List each language and the number of TV Channels using it.,"SELECT Language ,  count(*) FROM TV_Channel GROUP BY id","SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE",tvshow
"For each language, list the number of TV Channels that use it.","SELECT count(*) ,  Language FROM TV_Channel GROUP BY Language","SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE",tvshow
"What is the TV Channel that shows the cartoon ""The Rise of the Blue Beetle!""? List the TV Channel's series name.",SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id  =  T2.Channel WHERE T2.Title  =  'The Rise of the Blue Beetle!',"SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = ""The Rise of the Blue Beetle!"";",tvshow
"What is the series name of the TV Channel that shows the cartoon ""The Rise of the Blue Beetle""?",SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id  =  T2.Channel WHERE T2.Title  =  'The Rise of the Blue Beetle',"SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = ""The Rise of the Blue Beetle!"";",tvshow
"List the title of all  Cartoons showed on TV Channel with series name ""Sky Radio"".",SELECT T1.Title FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel  =  T2.id WHERE T2.series_name  =  'Sky Radio',"SELECT T2.Title FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";",tvshow
"What is the title of all the cartools that are on the TV Channel with the series name ""Sky Radio""?",SELECT T1.Title FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel  =  T2.id WHERE T2.series_name  =  'Sky Radio',"SELECT T2.Title FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";",tvshow
List the Episode of all TV series sorted by rating.,SELECT Episode FROM TV_series ORDER BY Rating,SELECT Episode FROM TV_series ORDER BY rating,tvshow
What are all of the episodes ordered by ratings?,SELECT Episode FROM TV_series ORDER BY Rating,SELECT Episode FROM TV_series ORDER BY rating,tvshow
List top 3 highest Rating  TV series. List the TV series's Episode and Rating.,"SELECT Episode ,  Rating FROM TV_series ORDER BY Rating DESC LIMIT 3","SELECT Episode ,  Rating FROM TV_series ORDER BY Rating DESC LIMIT 3;",tvshow
What are 3 most highly rated episodes in the TV series table and what were those ratings?,"SELECT Episode ,  Rating FROM TV_series ORDER BY Rating DESC LIMIT 3","SELECT Episode ,  Rating FROM TV_series ORDER BY Rating DESC LIMIT 3;",tvshow
What is minimum and maximum share of TV series?,"SELECT min(Share) ,  max(Share) FROM TV_series","SELECT max(SHARE) , min(SHARE) FROM TV_series;",tvshow
What is the maximum and minimum share for the TV series?,"SELECT max(Share) ,  min(Share) FROM TV_series","SELECT max(SHARE) , min(SHARE) FROM TV_series;",tvshow
"What is the air date of TV series with Episode ""A Love of a Lifetime""?",SELECT Air_Date FROM TV_series WHERE Episode  =  'A Love of a Lifetime',"SELECT Air_Date FROM TV_series WHERE Episode = ""A Love of a Lifetime"";",tvshow
"When did the episode ""A Love of a Lifetime"" air?",SELECT Air_Date FROM TV_series WHERE Episode  =  'A Love of a Lifetime',"SELECT Air_Date FROM TV_series WHERE Episode = ""A Love of a Lifetime"";",tvshow
